Z0001	51
Z0002	52
Z0003	56
Z0004	53
Z0005	53
Z0006	48
Z0007	52
Z0008	51
Z0009	53
Z0010	52
Z0011	50
Z0012	50
Z0013	48
Z0014	51
Z0015	55
Z0016	50
Z0018	51
Z0019	47
Z0020	37
Z0021	37
Z0022	41
Z0023	36
Z0024	39
Z0025	32
Z0027	46
Z0028	48
Z0029	53
Z0030	55
Z0031	53
Z0033	55
Z0034	55
Z0035	55
Z0036	52
Z0037	53
Z0038	55
Z0039	35
Z0040	45
Z0041	54
Z0042	52
Z0043	50
Z0044	52
Z0045	53
Z0046	51
Z0047	52
Z0048	55
Z0049	54
Z0050	56
Z0051	53
Z0052	54
Z0053	55
Z0055	53
Z0056	48
Z0057	45
Z0058	55
Z0059	51
Z0060	53
Z0061	56
Z0062	53
Z0063	51
Z0064	52
Z0065	41
Z0066	54
Z0067	55
Z0068	55
Z0069	54
Z0070	55
Z0072	57
Z0073	52
Z0074	54
Z0075	56
Z0076	58
Z0077	52
Z0078	43
Z0079	55
Z0080	52
Z0081	55
Z0082	54
Z0083	53
Z0084	47
Z0086	45
Z0087	52
Z0088	49
Z0089	44
Z0090	54
Z0091	52
Z0092	54
Z0093	50
Z0094	53
Z0095	56
Z0096	54
Z0097	53
Z0098	55
Z0099	52
Z0100	55
Z0101	54
Z0102	51
Z0103	53
Z0104	52
Z0105	54
Z0106	51
Z0107	54
Z0108	52
Z0109	48
Z0110	55
Z0111	52
Z0112	51
Z0113	52
Z0114	50
Z0115	49
Z0116	52
Z0117	54
Z0118	53
Z0119	53
Z0120	53
Z0121	52
Z0122	52
Z0123	55
Z0124	53
Z0125	54
Z0126	52
Z0127	53
Z0128	55
Z0129	52
Z0130	46
Z0131	51
Z0132	49
Z0133	54
Z0134	55
Z0136	50
Z0137	50
Z0138	49
Z0139	50
Z0140	48
Z0141	49
Z0142	52
Z0143	48
Z0144	54
Z0145	54
Z0146	43
Z0147	47
Z0148	45
Z0149	48
Z0150	48
Z0151	48
Z0152	45
Z0153	50
Z0154	55
Z0155	54
Z0156	52
Z0157	49
Z0158	55
Z0159	56
Z0160	54
Z0161	51
Z0162	56
Z0163	54
Z0164	60
Z0165	55
Z0166	54
Z0167	51
Z0168	53
Z0169	52
Z0170	52
Z0171	47
Z0173	53
Z0174	52
Z0175	44
Z0176	53
Z0177	53
Z0178	49
Z0180	51
